Site,Year,Month,Day,Value
Chengdu,2012,201209,20120915,67
Guangzhou,2012,201209,20120915,38
Shanghai,2012,201209,20120915,24
Beijing,2012,201209,20120916,55
Chengdu,2012,201209,20120916,41
Guangzhou,2012,201209,20120916,44
Shanghai,2012,201209,20120916,23
Beijing,2012,201209,20120917,42
Chengdu,2012,201209,20120917,50
Guangzhou,2012,201209,20120917,51
Shanghai,2012,201209,20120917,50
Beijing,2012,201209,20120918,32
Chengdu,2012,201209,20120918,92
Guangzhou,2012,201209,20120918,63
Shanghai,2012,201209,20120918,84
Beijing,2012,201209,20120919,57
Chengdu,2012,201209,20120919,136
Guangzhou,2012,201209,20120919,88
Shanghai,2012,201209,20120919,126
Beijing,2012,201209,20120920,113
Chengdu,2012,201209,20120920,144
Guangzhou,2012,201209,20120920,87
Shanghai,2012,201209,20120920,118
Beijing,2012,201209,20120921,148
Chengdu,2012,201209,20120921,90
Guangzhou,2012,201209,20120921,67
Shanghai,2012,201209,20120921,100
Beijing,2012,201209,20120922,110
Chengdu,2012,201209,20120922,89
Guangzhou,2012,201209,20120922,51
Shanghai,2012,201209,20120922,48
Beijing,2012,201209,20120923,105
Chengdu,2012,201209,20120923,92
Guangzhou,2012,201209,20120923,48
Shanghai,2012,201209,20120923,43
Beijing,2012,201209,20120924,63
Chengdu,2012,201209,20120924,51
Guangzhou,2012,201209,20120924,41
Shanghai,2012,201209,20120924,33
Beijing,2012,201209,20120925,62
Chengdu,2012,201209,20120925,60
Guangzhou,2012,201209,20120925,26
Shanghai,2012,201209,20120925,31
Beijing,2012,201209,20120926,28
Chengdu,2012,201209,20120926,49
Guangzhou,2012,201209,20120926,38
Shanghai,2012,201209,20120926,20
Beijing,2012,201209,20120927,36
Chengdu,2012,201209,20120927,77
Guangzhou,2012,201209,20120927,51
Shanghai,2012,201209,20120927,23
Beijing,2012,201209,20120928,3
Chengdu,2012,201209,20120928,76
Guangzhou,2012,201209,20120928,61
Shanghai,2012,201209,20120928,30
Beijing,2012,201209,20120929,15
Chengdu,2012,201209,20120929,110
Guangzhou,2012,201209,20120929,68
Shanghai,2012,201209,20120929,35
Beijing,2012,201209,20120930,15
Chengdu,2012,201209,20120930,35
Guangzhou,2012,201209,20120930,42
Shanghai,2012,201209,20120930,42
Beijing,2012,201210,20121001,54
Chengdu,2012,201210,20121001,93
Guangzhou,2012,201210,20121001,21
Shanghai,2012,201210,20121001,58
Beijing,2012,201210,20121002,156
Chengdu,2012,201210,20121002,66
Guangzhou,2012,201210,20121002,27
Shanghai,2012,201210,20121002,55
Beijing,2012,201210,20121003,54
Chengdu,2012,201210,20121003,39
Guangzhou,2012,201210,20121003,87
Shanghai,2012,201210,20121003,48
Beijing,2012,201210,20121004,14
Chengdu,2012,201210,20121004,62
Guangzhou,2012,201210,20121004,69
Shanghai,2012,201210,20121004,49
Beijing,2012,201210,20121005,50
Chengdu,2012,201210,20121005,54
Guangzhou,2012,201210,20121005,56
Shanghai,2012,201210,20121005,109
Beijing,2012,201210,20121006,94
Chengdu,2012,201210,20121006,70
Guangzhou,2012,201210,20121006,81
Shanghai,2012,201210,20121006,127
Beijing,2012,201210,20121007,128
Chengdu,2012,201210,20121007,45
Guangzhou,2012,201210,20121007,89
Shanghai,2012,201210,20121007,32
Beijing,2012,201210,20121008,263
Chengdu,2012,201210,20121008,75
Guangzhou,2012,201210,20121008,94
Shanghai,2012,201210,20121008,24
Beijing,2012,201210,20121009,106
Chengdu,2012,201210,20121009,86
Guangzhou,2012,201210,20121009,110
Shanghai,2012,201210,20121009,28
Beijing,2012,201210,20121010,20
Chengdu,2012,201210,20121010,77
Guangzhou,2012,201210,20121010,84
Shanghai,2012,201210,20121010,56
Beijing,2012,201210,20121011,131
Chengdu,2012,201210,20121011,59
Guangzhou,2012,201210,20121011,103
Shanghai,2012,201210,20121011,20
Beijing,2012,201210,20121012,171
Chengdu,2012,201210,20121012,68
Guangzhou,2012,201210,20121012,135
Shanghai,2012,201210,20121012,15
Beijing,2012,201210,20121013,35
Chengdu,2012,201210,20121013,79
Guangzhou,2012,201210,20121013,129
Shanghai,2012,201210,20121013,23
Beijing,2012,201210,20121014,44
Chengdu,2012,201210,20121014,78
Guangzhou,2012,201210,20121014,107
Shanghai,2012,201210,20121014,31
Beijing,2012,201210,20121015,102
Chengdu,2012,201210,20121015,89
Guangzhou,2012,201210,20121015,108
Shanghai,2012,201210,20121015,33
Beijing,2012,201210,20121016,39
Chengdu,2012,201210,20121016,81
Guangzhou,2012,201210,20121016,82
Shanghai,2012,201210,20121016,24
Beijing,2012,201210,20121017,26
Chengdu,2012,201210,20121017,91
Guangzhou,2012,201210,20121017,61
Shanghai,2012,201210,20121017,45
Beijing,2012,201210,20121018,63
Chengdu,2012,201210,20121018,96
Guangzhou,2012,201210,20121018,64
Shanghai,2012,201210,20121018,37
Beijing,2012,201210,20121019,177
Chengdu,2012,201210,20121019,104
Guangzhou,2012,201210,20121019,79
Shanghai,2012,201210,20121019,30
Beijing,2012,201210,20121020,203
Chengdu,2012,201210,20121020,149
Guangzhou,2012,201210,20121020,54
Shanghai,2012,201210,20121020,39
Beijing,2012,201210,20121021,48
Chengdu,2012,201210,20121021,237
Guangzhou,2012,201210,20121021,55
Shanghai,2012,201210,20121021,31
Beijing,2012,201210,20121022,26
Chengdu,2012,201210,20121022,67
Guangzhou,2012,201210,20121022,68
Shanghai,2012,201210,20121022,92
Beijing,2012,201210,20121023,78
Chengdu,2012,201210,20121023,97
Guangzhou,2012,201210,20121023,94
Shanghai,2012,201210,20121023,82
Beijing,2012,201210,20121024,109
Chengdu,2012,201210,20121024,62
Guangzhou,2012,201210,20121024,59
Shanghai,2012,201210,20121024,38
Beijing,2012,201210,20121025,196
Chengdu,2012,201210,20121025,62
Guangzhou,2012,201210,20121025,69
Shanghai,2012,201210,20121025,43
Beijing,2012,201210,20121026,280
Chengdu,2012,201210,20121026,106
Guangzhou,2012,201210,20121026,55
Shanghai,2012,201210,20121026,40
Beijing,2012,201210,20121027,146
Chengdu,2012,201210,20121027,126
Guangzhou,2012,201210,20121027,36
Shanghai,2012,201210,20121027,106
Beijing,2012,201210,20121028,26
Chengdu,2012,201210,20121028,144
Guangzhou,2012,201210,20121028,35
Shanghai,2012,201210,20121028,204
Beijing,2012,201210,20121029,38
Chengdu,2012,201210,20121029,98
Guangzhou,2012,201210,20121029,52
Shanghai,2012,201210,20121029,88
Beijing,2012,201210,20121030,31
Chengdu,2012,201210,20121030,43
Guangzhou,2012,201210,20121030,33
Shanghai,2012,201210,20121030,41
Beijing,2012,201210,20121031,33
Chengdu,2012,201210,20121031,106
Guangzhou,2012,201210,20121031,29
Shanghai,2012,201210,20121031,75
Beijing,2012,201211,20121101,96
Chengdu,2012,201211,20121101,120
Shanghai,2012,201211,20121101,99
Beijing,2012,201211,20121102,164
Chengdu,2012,201211,20121102,204
Shanghai,2012,201211,20121102,28
Beijing,2012,201211,20121103,140
Chengdu,2012,201211,20121103,93
Shanghai,2012,201211,20121103,25
Beijing,2012,201211,20121104,20
Chengdu,2012,201211,20121104,100
Shanghai,2012,201211,20121104,54
Beijing,2012,201211,20121105,28
Chengdu,2012,201211,20121105,67
Shanghai,2012,201211,20121105,60
Beijing,2012,201211,20121106,83
Chengdu,2012,201211,20121106,100
Guangzhou,2012,201211,20121106,61
Shanghai,2012,201211,20121106,118
Beijing,2012,201211,20121107,65
Chengdu,2012,201211,20121107,74
Guangzhou,2012,201211,20121107,66
Shanghai,2012,201211,20121107,165
Beijing,2012,201211,20121108,56
Chengdu,2012,201211,20121108,51
Guangzhou,2012,201211,20121108,62
Shanghai,2012,201211,20121108,94
Beijing,2012,201211,20121109,106
Chengdu,2012,201211,20121109,86
Guangzhou,2012,201211,20121109,41
Shanghai,2012,201211,20121109,31
Beijing,2012,201211,20121110,72
Chengdu,2012,201211,20121110,90
Guangzhou,2012,201211,20121110,40
Shanghai,2012,201211,20121110,32
Beijing,2012,201211,20121111,12
Chengdu,2012,201211,20121111,65
Guangzhou,2012,201211,20121111,24
Shanghai,2012,201211,20121111,45
Beijing,2012,201211,20121112,21
Chengdu,2012,201211,20121112,87
Shanghai,2012,201211,20121112,54
Beijing,2012,201211,20121113,13
Chengdu,2012,201211,20121113,167
Guangzhou,2012,201211,20121113,82
Shanghai,2012,201211,20121113,87
Beijing,2012,201211,20121114,41
Chengdu,2012,201211,20121114,225
Guangzhou,2012,201211,20121114,111
Shanghai,2012,201211,20121114,83
Beijing,2012,201211,20121115,142
Chengdu,2012,201211,20121115,178
Guangzhou,2012,201211,20121115,71
Shanghai,2012,201211,20121115,35
Beijing,2012,201211,20121116,116
Chengdu,2012,201211,20121116,54
Guangzhou,2012,201211,20121116,64
Shanghai,2012,201211,20121116,53
Beijing,2012,201211,20121117,70
Chengdu,2012,201211,20121117,87
Guangzhou,2012,201211,20121117,17
Shanghai,2012,201211,20121117,140
Beijing,2012,201211,20121118,123
Chengdu,2012,201211,20121118,132
Guangzhou,2012,201211,20121118,45
Shanghai,2012,201211,20121118,91
Beijing,2012,201211,20121119,24
Chengdu,2012,201211,20121119,124
Guangzhou,2012,201211,20121119,63
Shanghai,2012,201211,20121119,125
Beijing,2012,201211,20121120,125
Chengdu,2012,201211,20121120,96
Guangzhou,2012,201211,20121120,65
Shanghai,2012,201211,20121120,28
Beijing,2012,201211,20121121,270
Chengdu,2012,201211,20121121,93
Guangzhou,2012,201211,20121121,61
Shanghai,2012,201211,20121121,21
Beijing,2012,201211,20121122,144
Chengdu,2012,201211,20121122,90
Guangzhou,2012,201211,20121122,41
Shanghai,2012,201211,20121122,22
Beijing,2012,201211,20121123,46
Chengdu,2012,201211,20121123,40
Guangzhou,2012,201211,20121123,23
Shanghai,2012,201211,20121123,41
Beijing,2012,201211,20121124,160
Chengdu,2012,201211,20121124,77
Guangzhou,2012,201211,20121124,30
Shanghai,2012,201211,20121124,49
Beijing,2012,201211,20121125,148
Chengdu,2012,201211,20121125,69
Guangzhou,2012,201211,20121125,101
Shanghai,2012,201211,20121125,47
Beijing,2012,201211,20121126,30
Chengdu,2012,201211,20121126,45
Guangzhou,2012,201211,20121126,42
Shanghai,2012,201211,20121126,102
Beijing,2012,201211,20121127,184
Chengdu,2012,201211,20121127,108
Guangzhou,2012,201211,20121127,54
Shanghai,2012,201211,20121127,115
Beijing,2012,201211,20121128,22
Chengdu,2012,201211,20121128,118
Guangzhou,2012,201211,20121128,48
Shanghai,2012,201211,20121128,85
Beijing,2012,201211,20121129,74
Chengdu,2012,201211,20121129,128
Guangzhou,2012,201211,20121129,38
Shanghai,2012,201211,20121129,56
Beijing,2012,201211,20121130,31
Chengdu,2012,201211,20121130,209
Guangzhou,2012,201211,20121130,50
Shanghai,2012,201211,20121130,25
Beijing,2012,201212,20121201,85
Chengdu,2012,201212,20121201,118
Guangzhou,2012,201212,20121201,137
Shanghai,2012,201212,20121201,32
Beijing,2012,201212,20121202,243
Chengdu,2012,201212,20121202,116
Guangzhou,2012,201212,20121202,92
Shanghai,2012,201212,20121202,21
Beijing,2012,201212,20121203,57
Chengdu,2012,201212,20121203,182
Guangzhou,2012,201212,20121203,112
Shanghai,2012,201212,20121203,72
Beijing,2012,201212,20121204,92
Chengdu,2012,201212,20121204,139
Guangzhou,2012,201212,20121204,70
Shanghai,2012,201212,20121204,77
Beijing,2012,201212,20121205,14
Chengdu,2012,201212,20121205,105
Guangzhou,2012,201212,20121205,47
Shanghai,2012,201212,20121205,72
Beijing,2012,201212,20121206,75
Chengdu,2012,201212,20121206,176
Guangzhou,2012,201212,20121206,53
Shanghai,2012,201212,20121206,48
Beijing,2012,201212,20121207,54
Chengdu,2012,201212,20121207,243
Guangzhou,2012,201212,20121207,68
Shanghai,2012,201212,20121207,85
Beijing,2012,201212,20121208,13
Chengdu,2012,201212,20121208,208
Guangzhou,2012,201212,20121208,61
Shanghai,2012,201212,20121208,159
Beijing,2012,201212,20121209,23
Chengdu,2012,201212,20121209,206
Guangzhou,2012,201212,20121209,69
Shanghai,2012,201212,20121209,78
Beijing,2012,201212,20121210,77
Chengdu,2012,201212,20121210,152
Guangzhou,2012,201212,20121210,89
Shanghai,2012,201212,20121210,66
Beijing,2012,201212,20121211,136
Chengdu,2012,201212,20121211,175
Guangzhou,2012,201212,20121211,69
Shanghai,2012,201212,20121211,37
Beijing,2012,201212,20121212,201
Chengdu,2012,201212,20121212,112
Guangzhou,2012,201212,20121212,55
Shanghai,2012,201212,20121212,52
Beijing,2012,201212,20121213,220
Chengdu,2012,201212,20121213,81
Guangzhou,2012,201212,20121213,69
Shanghai,2012,201212,20121213,31
Beijing,2012,201212,20121214,208
Chengdu,2012,201212,20121214,104
Guangzhou,2012,201212,20121214,63
Shanghai,2012,201212,20121214,80
Beijing,2012,201212,20121215,268
Chengdu,2012,201212,20121215,185
Guangzhou,2012,201212,20121215,63
Shanghai,2012,201212,20121215,94
Beijing,2012,201212,20121216,132
Chengdu,2012,201212,20121216,132
Guangzhou,2012,201212,20121216,72
Shanghai,2012,201212,20121216,65
Beijing,2012,201212,20121217,27
Chengdu,2012,201212,20121217,97
Guangzhou,2012,201212,20121217,72
Shanghai,2012,201212,20121217,67
Beijing,2012,201212,20121218,41
Chengdu,2012,201212,20121218,70
Guangzhou,2012,201212,20121218,23
Shanghai,2012,201212,20121218,58
Beijing,2012,201212,20121219,198
Chengdu,2012,201212,20121219,66
Guangzhou,2012,201212,20121219,37
Shanghai,2012,201212,20121219,48
Beijing,2012,201212,20121220,243
Chengdu,2012,201212,20121220,56
Guangzhou,2012,201212,20121220,83
Shanghai,2012,201212,20121220,27
Beijing,2012,201212,20121221,115
Chengdu,2012,201212,20121221,82
Guangzhou,2012,201212,20121221,106
Shanghai,2012,201212,20121221,68
Beijing,2012,201212,20121222,24
Chengdu,2012,201212,20121222,67
Guangzhou,2012,201212,20121222,25
Shanghai,2012,201212,20121222,65
Beijing,2012,201212,20121223,12
Chengdu,2012,201212,20121223,59
Guangzhou,2012,201212,20121223,51
Shanghai,2012,201212,20121223,100
Chengdu,2012,201212,20121224,128
Guangzhou,2012,201212,20121224,87
Shanghai,2012,201212,20121224,119
Chengdu,2012,201212,20121225,120
Guangzhou,2012,201212,20121225,121
Shanghai,2012,201212,20121225,81
Chengdu,2012,201212,20121226,66
Guangzhou,2012,201212,20121226,105
Shanghai,2012,201212,20121226,28
Chengdu,2012,201212,20121227,110
Guangzhou,2012,201212,20121227,100
Shanghai,2012,201212,20121227,21
Beijing,2012,201212,20121228,242
Chengdu,2012,201212,20121228,127
Guangzhou,2012,201212,20121228,61
Shanghai,2012,201212,20121228,50
Beijing,2012,201212,20121229,33
Chengdu,2012,201212,20121229,37
Guangzhou,2012,201212,20121229,49
Shanghai,2012,201212,20121229,57
Beijing,2012,201212,20121230,22
Chengdu,2012,201212,20121230,61
Guangzhou,2012,201212,20121230,24
Shanghai,2012,201212,20121230,74
Beijing,2012,201212,20121231,84
Chengdu,2012,201212,20121231,82
Guangzhou,2012,201212,20121231,41
Shanghai,2012,201212,20121231,64
Beijing,2013,201301,20130101,16
Chengdu,2013,201301,20130101,131
Guangzhou,2013,201301,20130101,57
Shanghai,2013,201301,20130101,78
Beijing,2013,201301,20130102,19
Chengdu,2013,201301,20130102,129
Guangzhou,2013,201301,20130102,70
Shanghai,2013,201301,20130102,59
Beijing,2013,201301,20130103,25
Chengdu,2013,201301,20130103,70
Guangzhou,2013,201301,20130103,58
Shanghai,2013,201301,20130103,46
Beijing,2013,201301,20130104,86
Chengdu,2013,201301,20130104,105
Guangzhou,2013,201301,20130104,34
Shanghai,2013,201301,20130104,49
Beijing,2013,201301,20130105,61
Chengdu,2013,201301,20130105,111
Guangzhou,2013,201301,20130105,29
Shanghai,2013,201301,20130105,53
Beijing,2013,201301,20130106,140
Chengdu,2013,201301,20130106,135
Guangzhou,2013,201301,20130106,39
Shanghai,2013,201301,20130106,85
Beijing,2013,201301,20130107,146
Chengdu,2013,201301,20130107,161
Guangzhou,2013,201301,20130107,64
Shanghai,2013,201301,20130107,147
Beijing,2013,201301,20130108,119
Chengdu,2013,201301,20130108,187
Guangzhou,2013,201301,20130108,70
Shanghai,2013,201301,20130108,123
Beijing,2013,201301,20130109,62
Chengdu,2013,201301,20130109,186
Guangzhou,2013,201301,20130109,54
Shanghai,2013,201301,20130109,107
Beijing,2013,201301,20130110,248
Chengdu,2013,201301,20130110,192
Guangzhou,2013,201301,20130110,93
Shanghai,2013,201301,20130110,58
Beijing,2013,201301,20130111,361
Chengdu,2013,201301,20130111,252
Guangzhou,2013,201301,20130111,101
Shanghai,2013,201301,20130111,47
Beijing,2013,201301,20130112,569
Chengdu,2013,201301,20130112,300
Guangzhou,2013,201301,20130112,82
Shanghai,2013,201301,20130112,165
Beijing,2013,201301,20130113,416
Chengdu,2013,201301,20130113,298
Guangzhou,2013,201301,20130113,58
Shanghai,2013,201301,20130113,63
Beijing,2013,201301,20130114,300
Chengdu,2013,201301,20130114,278
Guangzhou,2013,201301,20130114,82
Shanghai,2013,201301,20130114,136
Beijing,2013,201301,20130115,115
Chengdu,2013,201301,20130115,246
Guangzhou,2013,201301,20130115,114
Shanghai,2013,201301,20130115,107
Beijing,2013,201301,20130116,112
Chengdu,2013,201301,20130116,215
Guangzhou,2013,201301,20130116,145
Shanghai,2013,201301,20130116,204
Beijing,2013,201301,20130117,76
Chengdu,2013,201301,20130117,293
Guangzhou,2013,201301,20130117,95
Shanghai,2013,201301,20130117,66
Beijing,2013,201301,20130118,277
Chengdu,2013,201301,20130118,241
Guangzhou,2013,201301,20130118,97
Shanghai,2013,201301,20130118,110
Beijing,2013,201301,20130119,189
Chengdu,2013,201301,20130119,226
Guangzhou,2013,201301,20130119,92
Shanghai,2013,201301,20130119,85
Beijing,2013,201301,20130120,107
Chengdu,2013,201301,20130120,111
Guangzhou,2013,201301,20130120,104
Shanghai,2013,201301,20130120,39
Beijing,2013,201301,20130121,148
Chengdu,2013,201301,20130121,103
Guangzhou,2013,201301,20130121,156
Shanghai,2013,201301,20130121,116
Beijing,2013,201301,20130122,199
Chengdu,2013,201301,20130122,129
Guangzhou,2013,201301,20130122,102
Shanghai,2013,201301,20130122,122
Beijing,2013,201301,20130123,378
Chengdu,2013,201301,20130123,140
Guangzhou,2013,201301,20130123,102
Shanghai,2013,201301,20130123,161
Beijing,2013,201301,20130124,19
Chengdu,2013,201301,20130124,150
Guangzhou,2013,201301,20130124,127
Shanghai,2013,201301,20130124,208
Beijing,2013,201301,20130125,74
Chengdu,2013,201301,20130125,160
Guangzhou,2013,201301,20130125,58
Shanghai,2013,201301,20130125,177
Beijing,2013,201301,20130126,161
Chengdu,2013,201301,20130126,179
Guangzhou,2013,201301,20130126,106
Shanghai,2013,201301,20130126,142
Beijing,2013,201301,20130127,313
Chengdu,2013,201301,20130127,176
Guangzhou,2013,201301,20130127,60
Shanghai,2013,201301,20130127,41
Beijing,2013,201301,20130128,406
Chengdu,2013,201301,20130128,181
Guangzhou,2013,201301,20130128,81
Shanghai,2013,201301,20130128,48
Beijing,2013,201301,20130129,430
Chengdu,2013,201301,20130129,198
Guangzhou,2013,201301,20130129,88
Shanghai,2013,201301,20130129,94
Beijing,2013,201301,20130130,278
Chengdu,2013,201301,20130130,163
Guangzhou,2013,201301,20130130,67
Shanghai,2013,201301,20130130,171
Beijing,2013,201301,20130131,174
Chengdu,2013,201301,20130131,201
Guangzhou,2013,201301,20130131,92
Shanghai,2013,201301,20130131,38
Beijing,2013,201302,20130201,35
Chengdu,2013,201302,20130201,238
Guangzhou,2013,201302,20130201,85
Shanghai,2013,201302,20130201,83
Beijing,2013,201302,20130202,49
Chengdu,2013,201302,20130202,247
Guangzhou,2013,201302,20130202,98
Shanghai,2013,201302,20130202,59
Beijing,2013,201302,20130203,189
Chengdu,2013,201302,20130203,159
Guangzhou,2013,201302,20130203,58
Shanghai,2013,201302,20130203,23
Beijing,2013,201302,20130204,38
Chengdu,2013,201302,20130204,282
Guangzhou,2013,201302,20130204,117
Shanghai,2013,201302,20130204,62
Beijing,2013,201302,20130205,93
Chengdu,2013,201302,20130205,291
Guangzhou,2013,201302,20130205,116
Shanghai,2013,201302,20130205,41
Beijing,2013,201302,20130206,94
Chengdu,2013,201302,20130206,251
Guangzhou,2013,201302,20130206,32
Shanghai,2013,201302,20130206,64
Beijing,2013,201302,20130207,13
Chengdu,2013,201302,20130207,84
Guangzhou,2013,201302,20130207,36
Shanghai,2013,201302,20130207,65
Beijing,2013,201302,20130208,60
Chengdu,2013,201302,20130208,43
Guangzhou,2013,201302,20130208,13
Shanghai,2013,201302,20130208,28
Beijing,2013,201302,20130209,189
Chengdu,2013,201302,20130209,73
Guangzhou,2013,201302,20130209,18
Shanghai,2013,201302,20130209,50
Beijing,2013,201302,20130210,60
Chengdu,2013,201302,20130210,138
Guangzhou,2013,201302,20130210,41
Shanghai,2013,201302,20130210,165
Beijing,2013,201302,20130211,65
Chengdu,2013,201302,20130211,84
Guangzhou,2013,201302,20130211,46
